Year,Province,Attribute,Commodity,Value,Unit,Level
2020,Phú Thọ,Sản lượng,Lúa,347700.0,tấn,Province
2020,Điện Biên,Sản lượng,Lúa,190800.0,tấn,Province
2020,Lai Châu,Sản lượng,Lúa,148800.0,tấn,Province
2020,Sơn La,Sản lượng,Lúa,199000.0,tấn,Province
2020,Hòa Bình,Sản lượng,Lúa,206600.0,tấn,Province
2020,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6694900.0,tấn,Regional
2020,Thanh Hóa,Sản lượng,Lúa,1373600.0,tấn,Province
2020,Nghệ An,Sản lượng,Lúa,974300.0,tấn,Province
2020,Hà Tĩnh,Sản lượng,Lúa,534100.0,tấn,Province
2020,Quảng Bình,Sản lượng,Lúa,273400.0,tấn,Province
2020,Quảng Trị,Sản lượng,Lúa,276400.0,tấn,Province
2020,Thừa Thiên Huế,Sản lượng,Lúa,320200.0,tấn,Province
2020,Đà Nẵng,Sản lượng,Lúa,30400.0,tấn,Province
2020,Quảng Nam,Sản lượng,Lúa,452000.0,tấn,Province
2020,Quảng Ngãi,Sản lượng,Lúa,418800.0,tấn,Province
2020,Bình Định,Sản lượng,Lúa,617300.0,tấn,Province
2020,Phú Yên,Sản lượng,Lúa,390300.0,tấn,Province
2020,Khánh Hòa,Sản lượng,Lúa,191900.0,tấn,Province
2020,Ninh Thuận,Sản lượng,Lúa,200900.0,tấn,Province
2020,Bình Thuận,Sản lượng,Lúa,641300.0,tấn,Province
2020,Tây Nguyên,Sản lượng,Lúa,1413700.0,tấn,Regional
2020,Kon Tum,Sản lượng,Lúa,90300.0,tấn,Province
2020,Gia Lai,Sản lượng,Lúa,385000.0,tấn,Province
2020,Đắk Lắk,Sản lượng,Lúa,716400.0,tấn,Province
2020,Đắk Nông,Sản lượng,Lúa,77500.0,tấn,Province
2020,Lâm Đồng,Sản lượng,Lúa,144500.0,tấn,Province
2020,Đông Nam Bộ,Sản lượng,Lúa,1401900.0,tấn,Regional
2020,Bình Phước,Sản lượng,Lúa,41600.0,tấn,Province
2020,Tây Ninh,Sản lượng,Lúa,798800.0,tấn,Province
2020,Bình Dương,Sản lượng,Lúa,27000.0,tấn,Province
2020,Đồng Nai,Sản lượng,Lúa,319900.0,tấn,Province
2020,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,131000.0,tấn,Province
2020,TP.Hồ Chí Minh,Sản lượng,Lúa,83600.0,tấn,Province
2020,Đồng bằng sông Cửu Long,Sản lượng,Lúa,23827600.0,tấn,Regional
2020,Long An,Sản lượng,Lúa,2830200.0,tấn,Province
2020,Tiền Giang,Sản lượng,Lúa,801200.0,tấn,Province
2020,Bến Tre,Sản lượng,Lúa,59100.0,tấn,Province
2020,Trà Vinh,Sản lượng,Lúa,939700.0,tấn,Province
2020,Vĩnh Long,Sản lượng,Lúa,895100.0,tấn,Province
2020,Đồng Tháp,Sản lượng,Lúa,3374500.0,tấn,Province
2020,An Giang,Sản lượng,Lúa,4014100.0,tấn,Province
2020,Kiên Giang,Sản lượng,Lúa,4528500.0,tấn,Province
2020,Cần Thơ,Sản lượng,Lúa,1393200.0,tấn,Province
2020,Hậu Giang,Sản lượng,Lúa,1294100.0,tấn,Province
2020,Sóc Trăng,Sản lượng,Lúa,2079800.0000000002,tấn,Province
2020,Bạc Liêu,Sản lượng,Lúa,1171200.0,tấn,Province
2020,Cà Mau,Sản lượng,Lúa,446900.0,tấn,Province
2021,Đồng bằng sông Hồng,Sản lượng,Lúa,6020400.0,tấn,Regional
2021,Hà Nội,Sản lượng,Lúa,983800.0,tấn,Province
2021,Vĩnh Phúc,Sản lượng,Lúa,320900.0,tấn,Province
2021,Bắc Ninh,Sản lượng,Lúa,401200.0,tấn,Province
2021,Quảng Ninh,Sản lượng,Lúa,199800.0,tấn,Province
2021,Hải Dương,Sản lượng,Lúa,697500.0,tấn,Province
2021,Hải Phòng,Sản lượng,Lúa,370700.0,tấn,Province
2021,Hưng Yên,Sản lượng,Lúa,354400.0,tấn,Province
2021,Thái Bình,Sản lượng,Lúa,997600.0,tấn,Province
2021,Hà Nam,Sản lượng,Lúa,371000.0,tấn,Province
2021,Nam Định,Sản lượng,Lúa,879200.0,tấn,Province
2021,Ninh Bình,Sản lượng,Lúa,444500.0,tấn,Province
2021,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3426500.0,tấn,Regional
2021,Hà Giang,Sản lượng,Lúa,217500.0,tấn,Province
2021,Cao Bằng,Sản lượng,Lúa,133700.0,tấn,Province
2021,Bắc Kạn,Sản lượng,Lúa,117500.0,tấn,Province
2021,Tuyên Quang,Sản lượng,Lúa,261600.00000000003,tấn,Province
2021,Lào Cai,Sản lượng,Lúa,183400.0,tấn,Province
2021,Yên Bái,Sản lượng,Lúa,218300.0,tấn,Province
2021,Thái Nguyên,Sản lượng,Lúa,384600.0,tấn,Province
2021,Lạng Sơn,Sản lượng,Lúa,203200.0,tấn,Province
2021,Bắc Giang,Sản lượng,Lúa,580700.0,tấn,Province
2021,Phú Thọ,Sản lượng,Lúa,352200.0,tấn,Province
2021,Điện Biên,Sản lượng,Lúa,200200.0,tấn,Province
2021,Lai Châu,Sản lượng,Lúa,152000.0,tấn,Province
2021,Sơn La,Sản lượng,Lúa,206300.0,tấn,Province
2021,Hòa Bình,Sản lượng,Lúa,215400.0,tấn,Province
2021,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,7200300.0,tấn,Regional
2021,Thanh Hóa,Sản lượng,Lúa,1413000.0,tấn,Province
2021,Nghệ An,Sản lượng,Lúa,1043200.0,tấn,Province
2021,Hà Tĩnh,Sản lượng,Lúa,580500.0,tấn,Province
2021,Quảng Bình,Sản lượng,Lúa,293000.0,tấn,Province
2021,Quảng Trị,Sản lượng,Lúa,279300.0,tấn,Province
2021,Thừa Thiên Huế,Sản lượng,Lúa,342500.0,tấn,Province
2021,Đà Nẵng,Sản lượng,Lúa,31900.0,tấn,Province
2021,Quảng Nam,Sản lượng,Lúa,462300.0,tấn,Province
2021,Quảng Ngãi,Sản lượng,Lúa,441600.0,tấn,Province
2021,Bình Định,Sản lượng,Lúa,638100.0,tấn,Province
2021,Phú Yên,Sản lượng,Lúa,390300.0,tấn,Province
2021,Khánh Hòa,Sản lượng,Lúa,272400.0,tấn,Province
2021,Ninh Thuận,Sản lượng,Lúa,274300.0,tấn,Province
2021,Bình Thuận,Sản lượng,Lúa,737900.0,tấn,Province
2021,Tây Nguyên,Sản lượng,Lúa,1466300.0,tấn,Regional
2021,Kon Tum,Sản lượng,Lúa,96800.0,tấn,Province
2021,Gia Lai,Sản lượng,Lúa,384700.0,tấn,Province
2021,Đắk Lắk,Sản lượng,Lúa,756200.0,tấn,Province
2021,Đắk Nông,Sản lượng,Lúa,81700.0,tấn,Province
2021,Lâm Đồng,Sản lượng,Lúa,146900.0,tấn,Province
2021,Đông Nam Bộ,Sản lượng,Lúa,1411800.0,tấn,Regional
2021,Bình Phước,Sản lượng,Lúa,38300.0,tấn,Province
2021,Tây Ninh,Sản lượng,Lúa,809400.0,tấn,Province
2021,Bình Dương,Sản lượng,Lúa,26200.0,tấn,Province
2021,Đồng Nai,Sản lượng,Lúa,314700.0,tấn,Province
2021,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,139500.0,tấn,Province
2021,TP.Hồ Chí Minh,Sản lượng,Lúa,83700.0,tấn,Province
2021,Đồng bằng sông Cửu Long,Sản lượng,Lúa,24327300.0,tấn,Regional
2021,Long An,Sản lượng,Lúa,2925600.0,tấn,Province
2021,Tiền Giang,Sản lượng,Lúa,836200.0,tấn,Province
2021,Bến Tre,Sản lượng,Lúa,166600.0,tấn,Province
2021,Trà Vinh,Sản lượng,Lúa,1148900.0,tấn,Province
2021,Vĩnh Long,Sản lượng,Lúa,817900.0,tấn,Province
2021,Đồng Tháp,Sản lượng,Lúa,3339800.0,tấn,Province
2021,An Giang,Sản lượng,Lúa,4143000.0,tấn,Province
2021,Kiên Giang,Sản lượng,Lúa,4516600.0,tấn,Province
2021,Cần Thơ,Sản lượng,Lúa,1414200.0,tấn,Province
2021,Hậu Giang,Sản lượng,Lúa,1274400.0,tấn,Province
2021,Sóc Trăng,Sản lượng,Lúa,2058699.9999999998,tấn,Province
2021,Bạc Liêu,Sản lượng,Lúa,1226500.0,tấn,Province
2021,Cà Mau,Sản lượng,Lúa,459000.0,tấn,Province
2022,Đồng bằng sông Hồng,Sản lượng,Lúa,5887800.0,tấn,Regional
2022,Hà Nội,Sản lượng,Lúa,952500.0,tấn,Province
2022,Vĩnh Phúc,Sản lượng,Lúa,281800.0,tấn,Province
2022,Bắc Ninh,Sản lượng,Lúa,391900.0,tấn,Province
2022,Quảng Ninh,Sản lượng,Lúa,194200.0,tấn,Province
2022,Hải Dương,Sản lượng,Lúa,693400.0,tấn,Province
2022,Hải Phòng,Sản lượng,Lúa,365700.0,tấn,Province
2022,Hưng Yên,Sản lượng,Lúa,338000.0,tấn,Province
2022,Thái Bình,Sản lượng,Lúa,992700.0,tấn,Province
2022,Hà Nam,Sản lượng,Lúa,363600.0,tấn,Province
2022,Nam Định,Sản lượng,Lúa,874000.0,tấn,Province
2022,Ninh Bình,Sản lượng,Lúa,439900.0,tấn,Province
2022,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3435700.0,tấn,Regional
2022,Hà Giang,Sản lượng,Lúa,216500.0,tấn,Province
2022,Cao Bằng,Sản lượng,Lúa,142400.0,tấn,Province
2022,Bắc Kạn,Sản lượng,Lúa,117200.0,tấn,Province
2022,Tuyên Quang,Sản lượng,Lúa,260300.0,tấn,Province
2022,Lào Cai,Sản lượng,Lúa,183900.0,tấn,Province
2022,Yên Bái,Sản lượng,Lúa,219500.0,tấn,Province
2022,Thái Nguyên,Sản lượng,Lúa,383200.0,tấn,Province
2022,Lạng Sơn,Sản lượng,Lúa,213500.0,tấn,Province
2022,Bắc Giang,Sản lượng,Lúa,566900.0,tấn,Province
2022,Phú Thọ,Sản lượng,Lúa,345800.0,tấn,Province
2022,Điện Biên,Sản lượng,Lúa,206700.0,tấn,Province
2022,Lai Châu,Sản lượng,Lúa,153300.0,tấn,Province
2022,Sơn La,Sản lượng,Lúa,209500.0,tấn,Province
2022,Hòa Bình,Sản lượng,Lúa,217100.0,tấn,Province
2022,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6886500.0,tấn,Regional
2022,Thanh Hóa,Sản lượng,Lúa,1390600.0,tấn,Province
2022,Nghệ An,Sản lượng,Lúa,995600.0,tấn,Province
2022,Hà Tĩnh,Sản lượng,Lúa,558400.0,tấn,Province
2022,Quảng Bình,Sản lượng,Lúa,270500.0,tấn,Province
2022,Quảng Trị,Sản lượng,Lúa,235600.0,tấn,Province
2022,Thừa Thiên Huế,Sản lượng,Lúa,266600.0,tấn,Province
2022,Đà Nẵng,Sản lượng,Lúa,28100.0,tấn,Province
2022,Quảng Nam,Sản lượng,Lúa,437400.0,tấn,Province
2022,Quảng Ngãi,Sản lượng,Lúa,435800.0,tấn,Province
2022,Bình Định,Sản lượng,Lúa,632000.0,tấn,Province
2022,Phú Yên,Sản lượng,Lúa,362400.0,tấn,Province
2022,Khánh Hòa,Sản lượng,Lúa,257000.0,tấn,Province
2022,Ninh Thuận,Sản lượng,Lúa,280300.0,tấn,Province
2022,Bình Thuận,Sản lượng,Lúa,736200.0,tấn,Province
2022,Tây Nguyên,Sản lượng,Lúa,1505500.0,tấn,Regional
2022,Kon Tum,Sản lượng,Lúa,97200.0,tấn,Province
2022,Gia Lai,Sản lượng,Lúa,402200.0,tấn,Province
2022,Đắk Lắk,Sản lượng,Lúa,780800.0,tấn,Province
2022,Đắk Nông,Sản lượng,Lúa,82800.0,tấn,Province
2022,Lâm Đồng,Sản lượng,Lúa,142600.0,tấn,Province
2022,Đông Nam Bộ,Sản lượng,Lúa,1409100.0,tấn,Regional
2022,Bình Phước,Sản lượng,Lúa,39600.0,tấn,Province
2022,Tây Ninh,Sản lượng,Lúa,808800.0,tấn,Province
2022,Bình Dương,Sản lượng,Lúa,25000.0,tấn,Province
2022,Đồng Nai,Sản lượng,Lúa,312200.0,tấn,Province
2022,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,139000.0,tấn,Province
2022,TP.Hồ Chí Minh,Sản lượng,Lúa,84500.0,tấn,Province
2022,Đồng bằng sông Cửu Long,Sản lượng,Lúa,23536200.0,tấn,Regional
2022,Long An,Sản lượng,Lúa,2861100.0,tấn,Province
2022,Tiền Giang,Sản lượng,Lúa,838500.0,tấn,Province
2022,Bến Tre,Sản lượng,Lúa,110800.0,tấn,Province
2022,Trà Vinh,Sản lượng,Lúa,1057000.0,tấn,Province
2022,Vĩnh Long,Sản lượng,Lúa,679700.0,tấn,Province
2022,Đồng Tháp,Sản lượng,Lúa,3235000.0,tấn,Province
2022,An Giang,Sản lượng,Lúa,3943700.0,tấn,Province
2022,Kiên Giang,Sản lượng,Lúa,4405400.0,tấn,Province
2022,Cần Thơ,Sản lượng,Lúa,1366700.0,tấn,Province
2022,Hậu Giang,Sản lượng,Lúa,1253900.0,tấn,Province
2022,Sóc Trăng,Sản lượng,Lúa,2042600.0,tấn,Province
2022,Bạc Liêu,Sản lượng,Lúa,1197900.0,tấn,Province
2022,Cà Mau,Sản lượng,Lúa,544000.0,tấn,Province
2023,Đồng bằng sông Hồng,Sản lượng,Lúa,5815700.0,tấn,Regional
2023,Hà Nội,Sản lượng,Lúa,939300.0,tấn,Province
2023,Vĩnh Phúc,Sản lượng,Lúa,311400.0,tấn,Province
2023,Bắc Ninh,Sản lượng,Lúa,375200.0,tấn,Province
2023,Quảng Ninh,Sản lượng,Lúa,190200.0,tấn,Province
2023,Hải Dương,Sản lượng,Lúa,680000.0,tấn,Province
2023,Hải Phòng,Sản lượng,Lúa,359600.0,tấn,Province
2023,Hưng Yên,Sản lượng,Lúa,316800.0,tấn,Province
2023,Thái Bình,Sản lượng,Lúa,978800.0,tấn,Province
2023,Hà Nam,Sản lượng,Lúa,359500.0,tấn,Province
2023,Nam Định,Sản lượng,Lúa,865900.0,tấn,Province
2023,Ninh Bình,Sản lượng,Lúa,438900.0,tấn,Province
2023,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3414400.0,tấn,Regional
2023,Hà Giang,Sản lượng,Lúa,217700.0,tấn,Province
2023,Cao Bằng,Sản lượng,Lúa,138200.0,tấn,Province
2023,Bắc Kạn,Sản lượng,Lúa,113100.0,tấn,Province
2023,Tuyên Quang,Sản lượng,Lúa,257000.0,tấn,Province
2023,Lào Cai,Sản lượng,Lúa,185900.0,tấn,Province
2023,Yên Bái,Sản lượng,Lúa,220900.0,tấn,Province
2023,Thái Nguyên,Sản lượng,Lúa,376300.0,tấn,Province
2023,Lạng Sơn,Sản lượng,Lúa,215400.0,tấn,Province
2023,Bắc Giang,Sản lượng,Lúa,554500.0,tấn,Province
2023,Phú Thọ,Sản lượng,Lúa,346100.0,tấn,Province
2023,Điện Biên,Sản lượng,Lúa,211500.0,tấn,Province
2023,Lai Châu,Sản lượng,Lúa,152400.0,tấn,Province
2023,Sơn La,Sản lượng,Lúa,206000.0,tấn,Province
2023,Hòa Bình,Sản lượng,Lúa,219400.0,tấn,Province
2023,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,7147500.0,tấn,Regional
2023,Thanh Hóa,Sản lượng,Lúa,1387800.0,tấn,Province
2023,Nghệ An,Sản lượng,Lúa,1002200.0,tấn,Province
2023,Hà Tĩnh,Sản lượng,Lúa,578600.0,tấn,Province
2023,Quảng Bình,Sản lượng,Lúa,281400.0,tấn,Province
2023,Quảng Trị,Sản lượng,Lúa,291300.0,tấn,Province
2023,Thừa Thiên Huế,Sản lượng,Lúa,334800.0,tấn,Province
2023,Đà Nẵng,Sản lượng,Lúa,28500.0,tấn,Province
2023,Quảng Nam,Sản lượng,Lúa,467300.0,tấn,Province
2023,Quảng Ngãi,Sản lượng,Lúa,443800.0,tấn,Province
2023,Bình Định,Sản lượng,Lúa,639000.0,tấn,Province
2023,Phú Yên,Sản lượng,Lúa,386600.0,tấn,Province
2023,Khánh Hòa,Sản lượng,Lúa,266100.0,tấn,Province
2023,Ninh Thuận,Sản lượng,Lúa,289400.0,tấn,Province
2023,Bình Thuận,Sản lượng,Lúa,750700.0,tấn,Province
2023,Tây Nguyên,Sản lượng,Lúa,1531300.0,tấn,Regional
2023,Kon Tum,Sản lượng,Lúa,100300.0,tấn,Province
2023,Gia Lai,Sản lượng,Lúa,402100.0,tấn,Province
2023,Đắk Lắk,Sản lượng,Lúa,810900.0,tấn,Province
2023,Đắk Nông,Sản lượng,Lúa,80700.0,tấn,Province
2023,Lâm Đồng,Sản lượng,Lúa,137300.0,tấn,Province
2023,Đông Nam Bộ,Sản lượng,Lúa,1432500.0,tấn,Regional
2023,Bình Phước,Sản lượng,Lúa,41400.0,tấn,Province
2023,Tây Ninh,Sản lượng,Lúa,821000.0,tấn,Province
2023,Bình Dương,Sản lượng,Lúa,24100.0,tấn,Province
2023,Đồng Nai,Sản lượng,Lúa,310300.0,tấn,Province
2023,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,149400.0,tấn,Province
2023,TP.Hồ Chí Minh,Sản lượng,Lúa,86400.0,tấn,Province
2023,Đồng bằng sông Cửu Long,Sản lượng,Lúa,24156400.0,tấn,Regional
2023,Long An,Sản lượng,Lúa,3081000.0,tấn,Province
2023,Tiền Giang,Sản lượng,Lúa,791000.0,tấn,Province
2023,Bến Tre,Sản lượng,Lúa,109700.0,tấn,Province
2023,Trà Vinh,Sản lượng,Lúa,1110300.0,tấn,Province
2023,Vĩnh Long,Sản lượng,Lúa,676200.0,tấn,Province
2023,Đồng Tháp,Sản lượng,Lúa,3325300.0,tấn,Province
2023,An Giang,Sản lượng,Lúa,4067700.0,tấn,Province
2023,Kiên Giang,Sản lượng,Lúa,4561900.0,tấn,Province
2023,Cần Thơ,Sản lượng,Lúa,1362200.0,tấn,Province
2023,Hậu Giang,Sản lượng,Lúa,1186700.0,tấn,Province
2023,Sóc Trăng,Sản lượng,Lúa,2077199.9999999998,tấn,Province
2023,Bạc Liêu,Sản lượng,Lúa,1239000.0,tấn,Province
2023,Cà Mau,Sản lượng,Lúa,568400.0,tấn,Province
2008,Cả Nước,Diện tích,Sắn,554000.0,ha,National
2008,Hà Nội,Diện tích,Sắn,2400.0,ha,Province
2008,Hà Giang,Diện tích,Sắn,3800.0,ha,Province
2008,Cao Bằng,Diện tích,Sắn,2100.0,ha,Province
2008,Bắc Kạn,Diện tích,Sắn,2200.0,ha,Province
2008,Tuyên Quang,Diện tích,Sắn,6300.0,ha,Province
2008,Lào Cai,Diện tích,Sắn,8200.0,ha,Province
2008,Yên Bái,Diện tích,Sắn,15800.0,ha,Province
2008,Thái Nguyên,Diện tích,Sắn,4100.0,ha,Province
2008,Lạng Sơn,Diện tích,Sắn,5100.0,ha,Province
2008,Bắc Giang,Diện tích,Sắn,5400.0,ha,Province
2008,Phú Thọ,Diện tích,Sắn,7300.0,ha,Province
2008,Điện Biên,Diện tích,Sắn,7500.0,ha,Province
2008,Lai Châu,Diện tích,Sắn,5300.0,ha,Province
2008,Sơn La,Diện tích,Sắn,23700.0,ha,Province
2008,Hòa Bình,Diện tích,Sắn,13200.0,ha,Province
2008,Thanh Hóa,Diện tích,Sắn,16900.0,ha,Province
2008,Nghệ An,Diện tích,Sắn,19300.0,ha,Province
2008,Hà Tĩnh,Diện tích,Sắn,4100.0,ha,Province
2008,Quảng Bình,Diện tích,Sắn,5800.0,ha,Province
2008,Quảng Trị,Diện tích,Sắn,10000.0,ha,Province
2008,Thừa Thiên Huế,Diện tích,Sắn,7500.0,ha,Province
2008,Quảng Nam,Diện tích,Sắn,13900.0,ha,Province
2008,Quảng Ngãi,Diện tích,Sắn,20500.0,ha,Province
2008,Bình Định,Diện tích,Sắn,13900.0,ha,Province
2008,Phú Yên,Diện tích,Sắn,16500.0,ha,Province
2008,Khánh Hòa,Diện tích,Sắn,6500.0,ha,Province
2008,Bình Thuận,Diện tích,Sắn,30200.0,ha,Province
2008,Kon Tum,Diện tích,Sắn,37800.0,ha,Province
2008,Gia Lai,Diện tích,Sắn,60800.0,ha,Province
2008,Đắk Lắk,Diện tích,Sắn,25600.0,ha,Province
2008,Đắk Nông,Diện tích,Sắn,21500.0,ha,Province
2008,Bình Phước,Diện tích,Sắn,25800.0,ha,Province
2008,Tây Ninh,Diện tích,Sắn,47600.0,ha,Province
2008,Bình Dương,Diện tích,Sắn,6700.0,ha,Province
2008,Đồng Nai,Diện tích,Sắn,23100.0,ha,Province
2008,Bà Rịa - Vũng Tàu,Diện tích,Sắn,8100.0,ha,Province
2008,Long An,Diện tích,Sắn,1500.0,ha,Province
2008,Vĩnh Long,Diện tích,Sắn,200.0,ha,Province
2008,An Giang,Diện tích,Sắn,1000.0,ha,Province
2008,Kiên Giang,Diện tích,Sắn,1000.0,ha,Province
2009,Cả Nước,Diện tích,Sắn,507800.0,ha,National
2009,Hà Nội,Diện tích,Sắn,2500.0,ha,Province
2009,Hà Giang,Diện tích,Sắn,4000.0,ha,Province
2009,Cao Bằng,Diện tích,Sắn,2100.0,ha,Province
2009,Bắc Kạn,Diện tích,Sắn,2100.0,ha,Province
2009,Tuyên Quang,Diện tích,Sắn,4400.0,ha,Province
2009,Lào Cai,Diện tích,Sắn,8500.0,ha,Province
2009,Yên Bái,Diện tích,Sắn,12800.0,ha,Province
2009,Thái Nguyên,Diện tích,Sắn,3900.0,ha,Province
2009,Lạng Sơn,Diện tích,Sắn,4800.0,ha,Province
2009,Bắc Giang,Diện tích,Sắn,4800.0,ha,Province
2009,Phú Thọ,Diện tích,Sắn,7300.0,ha,Province
2009,Điện Biên,Diện tích,Sắn,7300.0,ha,Province
2009,Lai Châu,Diện tích,Sắn,6100.0,ha,Province
2009,Sơn La,Diện tích,Sắn,22300.0,ha,Province
2009,Hòa Bình,Diện tích,Sắn,11000.0,ha,Province
2009,Thanh Hóa,Diện tích,Sắn,15600.0,ha,Province
2009,Nghệ An,Diện tích,Sắn,18800.0,ha,Province
2009,Hà Tĩnh,Diện tích,Sắn,3900.0,ha,Province
2009,Quảng Bình,Diện tích,Sắn,5800.0,ha,Province
2009,Quảng Trị,Diện tích,Sắn,9900.0,ha,Province
2009,Thừa Thiên Huế,Diện tích,Sắn,6900.0,ha,Province
2009,Quảng Nam,Diện tích,Sắn,14200.0,ha,Province
2009,Quảng Ngãi,Diện tích,Sắn,19400.0,ha,Province
2009,Bình Định,Diện tích,Sắn,14000.0,ha,Province
2009,Phú Yên,Diện tích,Sắn,14200.0,ha,Province
2009,Khánh Hòa,Diện tích,Sắn,6200.0,ha,Province
2009,Bình Thuận,Diện tích,Sắn,25700.0,ha,Province
2009,Kon Tum,Diện tích,Sắn,37300.0,ha,Province
2009,Gia Lai,Diện tích,Sắn,56400.0,ha,Province
2009,Đắk Lắk,Diện tích,Sắn,24800.0,ha,Province
2009,Đắk Nông,Diện tích,Sắn,16500.0,ha,Province
2009,Bình Phước,Diện tích,Sắn,20400.0,ha,Province
2009,Tây Ninh,Diện tích,Sắn,46000.0,ha,Province
2009,Bình Dương,Diện tích,Sắn,6600.0,ha,Province
2009,Đồng Nai,Diện tích,Sắn,16300.0,ha,Province
2009,Bà Rịa - Vũng Tàu,Diện tích,Sắn,8300.0,ha,Province
2009,Long An,Diện tích,Sắn,1000.0,ha,Province
2009,Vĩnh Long,Diện tích,Sắn,200.0,ha,Province
2009,An Giang,Diện tích,Sắn,500.0,ha,Province
2009,Kiên Giang,Diện tích,Sắn,900.0,ha,Province
2010,Hà Nội,Diện tích,Sắn,2100.0,ha,Province
2010,Hà Giang,Diện tích,Sắn,4200.0,ha,Province
2010,Cao Bằng,Diện tích,Sắn,2300.0,ha,Province
2010,Bắc Kạn,Diện tích,Sắn,2200.0,ha,Province
2010,Tuyên Quang,Diện tích,Sắn,4600.0,ha,Province
2010,Lào Cai,Diện tích,Sắn,7800.0,ha,Province
2010,Yên Bái,Diện tích,Sắn,13600.0,ha,Province
2010,Thái Nguyên,Diện tích,Sắn,3900.0,ha,Province
2010,Lạng Sơn,Diện tích,Sắn,5100.0,ha,Province
2010,Bắc Giang,Diện tích,Sắn,5200.0,ha,Province
2010,Phú Thọ,Diện tích,Sắn,7600.0,ha,Province
2010,Điện Biên,Diện tích,Sắn,7200.0,ha,Province
2010,Lai Châu,Diện tích,Sắn,5400.0,ha,Province
2010,Sơn La,Diện tích,Sắn,24600.0,ha,Province
2010,Hòa Bình,Diện tích,Sắn,11300.0,ha,Province
2010,Thanh Hóa,Diện tích,Sắn,15300.0,ha,Province
2010,Nghệ An,Diện tích,Sắn,17300.0,ha,Province
2010,Hà Tĩnh,Diện tích,Sắn,3400.0,ha,Province
2010,Quảng Bình,Diện tích,Sắn,5900.0,ha,Province
2010,Quảng Trị,Diện tích,Sắn,9800.0,ha,Province
2010,Thừa Thiên Huế,Diện tích,Sắn,7100.0,ha,Province
2010,Quảng Nam,Diện tích,Sắn,13900.0,ha,Province
2010,Quảng Ngãi,Diện tích,Sắn,19300.0,ha,Province
2010,Bình Định,Diện tích,Sắn,13300.0,ha,Province
2010,Phú Yên,Diện tích,Sắn,15200.0,ha,Province
2010,Khánh Hòa,Diện tích,Sắn,6200.0,ha,Province
2010,Bình Thuận,Diện tích,Sắn,25700.0,ha,Province
2010,Kon Tum,Diện tích,Sắn,37700.0,ha,Province
2010,Gia Lai,Diện tích,Sắn,52700.0,ha,Province
2010,Đắk Lắk,Diện tích,Sắn,25900.0,ha,Province
2010,Đắk Nông,Diện tích,Sắn,14700.0,ha,Province
2010,Bình Phước,Diện tích,Sắn,20400.0,ha,Province
2010,Tây Ninh,Diện tích,Sắn,40100.0,ha,Province
2010,Bình Dương,Diện tích,Sắn,6500.0,ha,Province
2010,Đồng Nai,Diện tích,Sắn,14800.0,ha,Province
2010,Bà Rịa - Vũng Tàu,Diện tích,Sắn,9200.0,ha,Province
2010,Long An,Diện tích,Sắn,900.0,ha,Province
2010,Vĩnh Long,Diện tích,Sắn,200.0,ha,Province
2010,An Giang,Diện tích,Sắn,800.0,ha,Province
2010,Kiên Giang,Diện tích,Sắn,800.0,ha,Province
2011,Hà Nội,Diện tích,Sắn,2100.0,ha,Province
2011,Hà Giang,Diện tích,Sắn,700.0,ha,Province
2011,Cao Bằng,Diện tích,Sắn,2600.0,ha,Province
2011,Bắc Kạn,Diện tích,Sắn,2600.0,ha,Province
2011,Tuyên Quang,Diện tích,Sắn,5700.0,ha,Province
2011,Lào Cai,Diện tích,Sắn,9700.0,ha,Province
2011,Yên Bái,Diện tích,Sắn,15300.0,ha,Province
2011,Thái Nguyên,Diện tích,Sắn,3600.0,ha,Province
2011,Lạng Sơn,Diện tích,Sắn,5900.0,ha,Province
2011,Bắc Giang,Diện tích,Sắn,5700.0,ha,Province
2011,Phú Thọ,Diện tích,Sắn,8100.0,ha,Province
2011,Điện Biên,Diện tích,Sắn,7100.0,ha,Province
2011,Lai Châu,Diện tích,Sắn,4500.0,ha,Province
2011,Sơn La,Diện tích,Sắn,28500.0,ha,Province
2011,Hòa Bình,Diện tích,Sắn,12600.0,ha,Province
2011,Thanh Hóa,Diện tích,Sắn,16300.0,ha,Province
2011,Nghệ An,Diện tích,Sắn,21000.0,ha,Province
2011,Hà Tĩnh,Diện tích,Sắn,3800.0,ha,Province
2011,Quảng Bình,Diện tích,Sắn,5700.0,ha,Province
2011,Quảng Trị,Diện tích,Sắn,10700.0,ha,Province
2011,Thừa Thiên Huế,Diện tích,Sắn,7800.0,ha,Province
2011,Quảng Nam,Diện tích,Sắn,15100.0,ha,Province
2011,Quảng Ngãi,Diện tích,Sắn,21500.0,ha,Province
