Year,Province,Attribute,Commodity,Value,Unit,Source_file
2012,Phú Thọ,Diện tích,Lương thực có hạt,86.6,Nghìn ha,9.csv
2012,Điện Biên,Diện tích,Lương thực có hạt,77.5,Nghìn ha,9.csv
2012,Lai Châu,Diện tích,Lương thực có hạt,50.2,Nghìn ha,9.csv
2012,Sơn La,Diện tích,Lương thực có hạt,216.9,Nghìn ha,9.csv
2012,Hòa Bình,Diện tích,Lương thực có hạt,77.5,Nghìn ha,9.csv
2012,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lương thực có hạt,1439.2,Nghìn ha,9.csv
2012,Thanh Hóa,Diện tích,Lương thực có hạt,305.8,Nghìn ha,9.csv
2012,Nghệ An,Diện tích,Lương thực có hạt,242.0,Nghìn ha,9.csv
2012,Hà Tĩnh,Diện tích,Lương thực có hạt,105.7,Nghìn ha,9.csv
2012,Quảng Bình,Diện tích,Lương thực có hạt,58.1,Nghìn ha,9.csv
2012,Quảng Trị,Diện tích,Lương thực có hạt,52.8,Nghìn ha,9.csv
2012,Thừa Thiên Huế,Diện tích,Lương thực có hạt,55.5,Nghìn ha,9.csv
2012,Đà Nẵng,Diện tích,Lương thực có hạt,6.5,Nghìn ha,9.csv
2012,Quảng Nam,Diện tích,Lương thực có hạt,102.0,Nghìn ha,9.csv
2012,Quảng Ngãi,Diện tích,Lương thực có hạt,84.1,Nghìn ha,9.csv
2012,Bình Định,Diện tích,Lương thực có hạt,119.5,Nghìn ha,9.csv
2012,Phú Yên,Diện tích,Lương thực có hạt,63.1,Nghìn ha,9.csv
2012,Khánh Hòa,Diện tích,Lương thực có hạt,53.7,Nghìn ha,9.csv
2012,Ninh Thuận,Diện tích,Lương thực có hạt,57.5,Nghìn ha,9.csv
2012,Bình Thuận,Diện tích,Lương thực có hạt,132.9,Nghìn ha,9.csv
2012,Tây Nguyên,Diện tích,Lương thực có hạt,476.7,Nghìn ha,9.csv
2012,Kon Tum,Diện tích,Lương thực có hạt,30.5,Nghìn ha,9.csv
2012,Gia Lai,Diện tích,Lương thực có hạt,126.7,Nghìn ha,9.csv
2012,Đắk Lắk,Diện tích,Lương thực có hạt,207.0,Nghìn ha,9.csv
2012,Đắk Nông,Diện tích,Lương thực có hạt,61.5,Nghìn ha,9.csv
2012,Lâm Đồng,Diện tích,Lương thực có hạt,51.0,Nghìn ha,9.csv
2012,Đông Nam Bộ,Diện tích,Lương thực có hạt,373.7,Nghìn ha,9.csv
2012,Bình Phước,Diện tích,Lương thực có hạt,20.1,Nghìn ha,9.csv
2012,Tây Ninh,Diện tích,Lương thực có hạt,160.5,Nghìn ha,9.csv
2012,Bình Dương,Diện tích,Lương thực có hạt,10.0,Nghìn ha,9.csv
2012,Đồng Nai,Diện tích,Lương thực có hạt,119.6,Nghìn ha,9.csv
2012,Bà Rịa - Vũng Tàu,Diện tích,Lương thực có hạt,40.3,Nghìn ha,9.csv
2012,TP.Hồ Chí Minh,Diện tích,Lương thực có hạt,23.2,Nghìn ha,9.csv
2012,Đồng bằng sông Cửu Long,Diện tích,Lương thực có hạt,4223.6,Nghìn ha,9.csv
2012,Long An,Diện tích,Lương thực có hạt,503.6,Nghìn ha,9.csv
2012,Tiền Giang,Diện tích,Lương thực có hạt,246.0,Nghìn ha,9.csv
2012,Bến Tre,Diện tích,Lương thực có hạt,76.7,Nghìn ha,9.csv
2012,Trà Vinh,Diện tích,Lương thực có hạt,232.9,Nghìn ha,9.csv
2012,Vĩnh Long,Diện tích,Lương thực có hạt,187.4,Nghìn ha,9.csv
2012,Đồng Tháp,Diện tích,Lương thực có hạt,492.2,Nghìn ha,9.csv
2012,An Giang,Diện tích,Lương thực có hạt,635.8,Nghìn ha,9.csv
2012,Kiên Giang,Diện tích,Lương thực có hạt,725.2,Nghìn ha,9.csv
2012,Cần Thơ,Diện tích,Lương thực có hạt,229.3,Nghìn ha,9.csv
2012,Hậu Giang,Diện tích,Lương thực có hạt,216.3,Nghìn ha,9.csv
2012,Sóc Trăng,Diện tích,Lương thực có hạt,369.7,Nghìn ha,9.csv
2012,Bạc Liêu,Diện tích,Lương thực có hạt,178.8,Nghìn ha,9.csv
2012,Cà Mau,Diện tích,Lương thực có hạt,129.7,Nghìn ha,9.csv
2013,Cả Nước,Diện tích,Lương thực có hạt,9074.0,Nghìn ha,9.csv
2013,Đồng bằng sông Hồng,Diện tích,Lương thực có hạt,1218.3,Nghìn ha,9.csv
2013,Hà Nội,Diện tích,Lương thực có hạt,225.0,Nghìn ha,9.csv
2013,Vĩnh Phúc,Diện tích,Lương thực có hạt,74.8,Nghìn ha,9.csv
2013,Bắc Ninh,Diện tích,Lương thực có hạt,76.3,Nghìn ha,9.csv
2013,Quảng Ninh,Diện tích,Lương thực có hạt,48.9,Nghìn ha,9.csv
2013,Hải Dương,Diện tích,Lương thực có hạt,130.1,Nghìn ha,9.csv
2013,Hải Phòng,Diện tích,Lương thực có hạt,79.8,Nghìn ha,9.csv
2013,Hưng Yên,Diện tích,Lương thực có hạt,89.1,Nghìn ha,9.csv
2013,Thái Bình,Diện tích,Lương thực có hạt,171.1,Nghìn ha,9.csv
2013,Hà Nam,Diện tích,Lương thực có hạt,76.6,Nghìn ha,9.csv
2013,Nam Định,Diện tích,Lương thực có hạt,159.6,Nghìn ha,9.csv
2013,Ninh Bình,Diện tích,Lương thực có hạt,87.0,Nghìn ha,9.csv
2013,Trung du và miền núi phía Bắc,Diện tích,Lương thực có hạt,1194.2,Nghìn ha,9.csv
2013,Hà Giang,Diện tích,Lương thực có hạt,90.3,Nghìn ha,9.csv
2013,Cao Bằng,Diện tích,Lương thực có hạt,69.4,Nghìn ha,9.csv
2013,Bắc Kạn,Diện tích,Lương thực có hạt,39.4,Nghìn ha,9.csv
2013,Tuyên Quang,Diện tích,Lương thực có hạt,62.1,Nghìn ha,9.csv
2013,Lào Cai,Diện tích,Lương thực có hạt,65.2,Nghìn ha,9.csv
2013,Yên Bái,Diện tích,Lương thực có hạt,67.2,Nghìn ha,9.csv
2013,Thái Nguyên,Diện tích,Lương thực có hạt,91.2,Nghìn ha,9.csv
2013,Lạng Sơn,Diện tích,Lương thực có hạt,72.8,Nghìn ha,9.csv
2013,Bắc Giang,Diện tích,Lương thực có hạt,120.9,Nghìn ha,9.csv
2013,Phú Thọ,Diện tích,Lương thực có hạt,88.4,Nghìn ha,9.csv
2013,Điện Biên,Diện tích,Lương thực có hạt,78.3,Nghìn ha,9.csv
2013,Lai Châu,Diện tích,Lương thực có hạt,51.5,Nghìn ha,9.csv
2013,Sơn La,Diện tích,Lương thực có hạt,219.5,Nghìn ha,9.csv
2013,Hòa Bình,Diện tích,Lương thực có hạt,78.0,Nghìn ha,9.csv
2013,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lương thực có hạt,1436.8,Nghìn ha,9.csv
2013,Thanh Hóa,Diện tích,Lương thực có hạt,308.3,Nghìn ha,9.csv
2013,Nghệ An,Diện tích,Lương thực có hạt,240.5,Nghìn ha,9.csv
2013,Hà Tĩnh,Diện tích,Lương thực có hạt,106.4,Nghìn ha,9.csv
2013,Quảng Bình,Diện tích,Lương thực có hạt,58.1,Nghìn ha,9.csv
2013,Quảng Trị,Diện tích,Lương thực có hạt,53.7,Nghìn ha,9.csv
2013,Thừa Thiên Huế,Diện tích,Lương thực có hạt,55.3,Nghìn ha,9.csv
2013,Đà Nẵng,Diện tích,Lương thực có hạt,5.9,Nghìn ha,9.csv
2013,Quảng Nam,Diện tích,Lương thực có hạt,100.6,Nghìn ha,9.csv
2013,Quảng Ngãi,Diện tích,Lương thực có hạt,85.4,Nghìn ha,9.csv
2013,Bình Định,Diện tích,Lương thực có hạt,110.9,Nghìn ha,9.csv
2013,Phú Yên,Diện tích,Lương thực có hạt,64.1,Nghìn ha,9.csv
2013,Khánh Hòa,Diện tích,Lương thực có hạt,53.3,Nghìn ha,9.csv
2013,Ninh Thuận,Diện tích,Lương thực có hạt,59.2,Nghìn ha,9.csv
2013,Bình Thuận,Diện tích,Lương thực có hạt,135.1,Nghìn ha,9.csv
2013,Tây Nguyên,Diện tích,Lương thực có hạt,484.2,Nghìn ha,9.csv
2013,Kon Tum,Diện tích,Lương thực có hạt,30.7,Nghìn ha,9.csv
2013,Gia Lai,Diện tích,Lương thực có hạt,126.6,Nghìn ha,9.csv
2013,Đắk Lắk,Diện tích,Lương thực có hạt,213.3,Nghìn ha,9.csv
2013,Đắk Nông,Diện tích,Lương thực có hạt,64.7,Nghìn ha,9.csv
2013,Lâm Đồng,Diện tích,Lương thực có hạt,48.9,Nghìn ha,9.csv
2013,Đông Nam Bộ,Diện tích,Lương thực có hạt,360.1,Nghìn ha,9.csv
2013,Bình Phước,Diện tích,Lương thực có hạt,18.9,Nghìn ha,9.csv
2013,Tây Ninh,Diện tích,Lương thực có hạt,151.4,Nghìn ha,9.csv
2013,Bình Dương,Diện tích,Lương thực có hạt,9.7,Nghìn ha,9.csv
2013,Đồng Nai,Diện tích,Lương thực có hạt,118.2,Nghìn ha,9.csv
2013,Bà Rịa - Vũng Tàu,Diện tích,Lương thực có hạt,39.4,Nghìn ha,9.csv
2013,TP.Hồ Chí Minh,Diện tích,Lương thực có hạt,22.5,Nghìn ha,9.csv
2013,Đồng bằng sông Cửu Long,Diện tích,Lương thực có hạt,4380.4,Nghìn ha,9.csv
2013,Long An,Diện tích,Lương thực có hạt,531.6,Nghìn ha,9.csv
2013,Tiền Giang,Diện tích,Lương thực có hạt,239.9,Nghìn ha,9.csv
2013,Bến Tre,Diện tích,Lương thực có hạt,72.9,Nghìn ha,9.csv
2013,Trà Vinh,Diện tích,Lương thực có hạt,240.9,Nghìn ha,9.csv
2013,Vĩnh Long,Diện tích,Lương thực có hạt,183.0,Nghìn ha,9.csv
2013,Đồng Tháp,Diện tích,Lương thực có hạt,546.9,Nghìn ha,9.csv
2013,An Giang,Diện tích,Lương thực có hạt,652.7,Nghìn ha,9.csv
2013,Kiên Giang,Diện tích,Lương thực có hạt,770.5,Nghìn ha,9.csv
2013,Cần Thơ,Diện tích,Lương thực có hạt,237.8,Nghìn ha,9.csv
2013,Hậu Giang,Diện tích,Lương thực có hạt,214.2,Nghìn ha,9.csv
2013,Sóc Trăng,Diện tích,Lương thực có hạt,377.7,Nghìn ha,9.csv
2013,Bạc Liêu,Diện tích,Lương thực có hạt,182.0,Nghìn ha,9.csv
2013,Cà Mau,Diện tích,Lương thực có hạt,130.3,Nghìn ha,9.csv
2014,Cả Nước,Diện tích,Lương thực có hạt,8996.2,Nghìn ha,9.csv
2014,Đồng bằng sông Hồng,Diện tích,Lương thực có hạt,1210.9,Nghìn ha,9.csv
2014,Hà Nội,Diện tích,Lương thực có hạt,223.0,Nghìn ha,9.csv
2014,Vĩnh Phúc,Diện tích,Lương thực có hạt,73.7,Nghìn ha,9.csv
2014,Bắc Ninh,Diện tích,Lương thực có hạt,76.4,Nghìn ha,9.csv
2014,Quảng Ninh,Diện tích,Lương thực có hạt,49.1,Nghìn ha,9.csv
2014,Hải Dương,Diện tích,Lương thực có hạt,129.1,Nghìn ha,9.csv
2014,Hải Phòng,Diện tích,Lương thực có hạt,78.4,Nghìn ha,9.csv
2014,Hưng Yên,Diện tích,Lương thực có hạt,87.3,Nghìn ha,9.csv
2014,Thái Bình,Diện tích,Lương thực có hạt,171.9,Nghìn ha,9.csv
2014,Hà Nam,Diện tích,Lương thực có hạt,76.1,Nghìn ha,9.csv
2014,Nam Định,Diện tích,Lương thực có hạt,159.2,Nghìn ha,9.csv
2014,Ninh Bình,Diện tích,Lương thực có hạt,86.7,Nghìn ha,9.csv
2014,Trung du và miền núi phía Bắc,Diện tích,Lương thực có hạt,1204.9,Nghìn ha,9.csv
2014,Hà Giang,Diện tích,Lương thực có hạt,91.9,Nghìn ha,9.csv
2014,Cao Bằng,Diện tích,Lương thực có hạt,69.5,Nghìn ha,9.csv
2014,Bắc Kạn,Diện tích,Lương thực có hạt,40.6,Nghìn ha,9.csv
2014,Tuyên Quang,Diện tích,Lương thực có hạt,61.5,Nghìn ha,9.csv
2014,Lào Cai,Diện tích,Lương thực có hạt,69.9,Nghìn ha,9.csv
2014,Yên Bái,Diện tích,Lương thực có hạt,69.4,Nghìn ha,9.csv
2014,Thái Nguyên,Diện tích,Lương thực có hạt,92.0,Nghìn ha,9.csv
2014,Lạng Sơn,Diện tích,Lương thực có hạt,72.3,Nghìn ha,9.csv
2014,Bắc Giang,Diện tích,Lương thực có hạt,122.9,Nghìn ha,9.csv
2014,Phú Thọ,Diện tích,Lương thực có hạt,88.3,Nghìn ha,9.csv
2014,Điện Biên,Diện tích,Lương thực có hạt,79.3,Nghìn ha,9.csv
2014,Lai Châu,Diện tích,Lương thực có hạt,52.5,Nghìn ha,9.csv
2014,Sơn La,Diện tích,Lương thực có hạt,216.8,Nghìn ha,9.csv
2014,Hòa Bình,Diện tích,Lương thực có hạt,78.0,Nghìn ha,9.csv
2014,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lương thực có hạt,1452.2,Nghìn ha,9.csv
2014,Thanh Hóa,Diện tích,Lương thực có hạt,313.3,Nghìn ha,9.csv
2014,Nghệ An,Diện tích,Lương thực có hạt,243.7,Nghìn ha,9.csv
2014,Hà Tĩnh,Diện tích,Lương thực có hạt,109.4,Nghìn ha,9.csv
2014,Quảng Bình,Diện tích,Lương thực có hạt,58.8,Nghìn ha,9.csv
2014,Quảng Trị,Diện tích,Lương thực có hạt,54.0,Nghìn ha,9.csv
2014,Thừa Thiên Huế,Diện tích,Lương thực có hạt,55.3,Nghìn ha,9.csv
2014,Đà Nẵng,Diện tích,Lương thực có hạt,5.9,Nghìn ha,9.csv
2014,Quảng Nam,Diện tích,Lương thực có hạt,100.8,Nghìn ha,9.csv
2014,Quảng Ngãi,Diện tích,Lương thực có hạt,84.3,Nghìn ha,9.csv
2014,Bình Định,Diện tích,Lương thực có hạt,114.6,Nghìn ha,9.csv
2014,Phú Yên,Diện tích,Lương thực có hạt,63.2,Nghìn ha,9.csv
2014,Khánh Hòa,Diện tích,Lương thực có hạt,52.3,Nghìn ha,9.csv
2014,Ninh Thuận,Diện tích,Lương thực có hạt,57.0,Nghìn ha,9.csv
2014,Bình Thuận,Diện tích,Lương thực có hạt,139.6,Nghìn ha,9.csv
2014,Tây Nguyên,Diện tích,Lương thực có hạt,487.5,Nghìn ha,9.csv
2014,Kon Tum,Diện tích,Lương thực có hạt,30.3,Nghìn ha,9.csv
2014,Gia Lai,Diện tích,Lương thực có hạt,127.8,Nghìn ha,9.csv
2014,Đắk Lắk,Diện tích,Lương thực có hạt,216.7,Nghìn ha,9.csv
2014,Đắk Nông,Diện tích,Lương thực có hạt,65.3,Nghìn ha,9.csv
2014,Lâm Đồng,Diện tích,Lương thực có hạt,47.4,Nghìn ha,9.csv
2014,Đông Nam Bộ,Diện tích,Lương thực có hạt,353.2,Nghìn ha,9.csv
2014,Bình Phước,Diện tích,Lương thực có hạt,17.9,Nghìn ha,9.csv
2014,Tây Ninh,Diện tích,Lương thực có hạt,147.4,Nghìn ha,9.csv
2014,Bình Dương,Diện tích,Lương thực có hạt,8.7,Nghìn ha,9.csv
2014,Đồng Nai,Diện tích,Lương thực có hạt,117.5,Nghìn ha,9.csv
2014,Bà Rịa - Vũng Tàu,Diện tích,Lương thực có hạt,39.4,Nghìn ha,9.csv
2014,TP.Hồ Chí Minh,Diện tích,Lương thực có hạt,22.3,Nghìn ha,9.csv
2014,Đồng bằng sông Cửu Long,Diện tích,Lương thực có hạt,4287.5,Nghìn ha,9.csv
2014,Long An,Diện tích,Lương thực có hạt,523.4,Nghìn ha,9.csv
2014,Tiền Giang,Diện tích,Lương thực có hạt,234.6,Nghìn ha,9.csv
2014,Bến Tre,Diện tích,Lương thực có hạt,67.3,Nghìn ha,9.csv
2014,Trà Vinh,Diện tích,Lương thực có hạt,241.2,Nghìn ha,9.csv
2014,Vĩnh Long,Diện tích,Lương thực có hạt,181.3,Nghìn ha,9.csv
2014,Đồng Tháp,Diện tích,Lương thực có hạt,533.3,Nghìn ha,9.csv
2014,An Giang,Diện tích,Lương thực có hạt,635.4,Nghìn ha,9.csv
2014,Kiên Giang,Diện tích,Lương thực có hạt,753.7,Nghìn ha,9.csv
2014,Cần Thơ,Diện tích,Lương thực có hạt,233.3,Nghìn ha,9.csv
2014,Hậu Giang,Diện tích,Lương thực có hạt,208.0,Nghìn ha,9.csv
2014,Sóc Trăng,Diện tích,Lương thực có hạt,367.7,Nghìn ha,9.csv
2014,Bạc Liêu,Diện tích,Lương thực có hạt,180.4,Nghìn ha,9.csv
2014,Cà Mau,Diện tích,Lương thực có hạt,127.9,Nghìn ha,9.csv
2015,Cả Nước,Diện tích,Lương thực có hạt,9008.8,Nghìn ha,9.csv
2015,Đồng bằng sông Hồng,Diện tích,Lương thực có hạt,1202.5,Nghìn ha,9.csv
2015,Hà Nội,Diện tích,Lương thực có hạt,221.6,Nghìn ha,9.csv
2015,Vĩnh Phúc,Diện tích,Lương thực có hạt,74.5,Nghìn ha,9.csv
2015,Bắc Ninh,Diện tích,Lương thực có hạt,75.5,Nghìn ha,9.csv
2015,Quảng Ninh,Diện tích,Lương thực có hạt,48.5,Nghìn ha,9.csv
2015,Hải Dương,Diện tích,Lương thực có hạt,126.7,Nghìn ha,9.csv
2015,Hải Phòng,Diện tích,Lương thực có hạt,77.0,Nghìn ha,9.csv
2015,Hưng Yên,Diện tích,Lương thực có hạt,86.0,Nghìn ha,9.csv
2015,Thái Bình,Diện tích,Lương thực có hạt,172.1,Nghìn ha,9.csv
2015,Hà Nam,Diện tích,Lương thực có hạt,75.6,Nghìn ha,9.csv
2015,Nam Định,Diện tích,Lương thực có hạt,158.9,Nghìn ha,9.csv
2015,Ninh Bình,Diện tích,Lương thực có hạt,86.1,Nghìn ha,9.csv
2015,Trung du và miền núi phía Bắc,Diện tích,Lương thực có hạt,1203.9,Nghìn ha,9.csv
2015,Hà Giang,Diện tích,Lương thực có hạt,91.8,Nghìn ha,9.csv
2015,Cao Bằng,Diện tích,Lương thực có hạt,70.5,Nghìn ha,9.csv
2015,Bắc Kạn,Diện tích,Lương thực có hạt,41.0,Nghìn ha,9.csv
2015,Tuyên Quang,Diện tích,Lương thực có hạt,64.2,Nghìn ha,9.csv
2015,Lào Cai,Diện tích,Lương thực có hạt,67.6,Nghìn ha,9.csv
2015,Yên Bái,Diện tích,Lương thực có hạt,69.5,Nghìn ha,9.csv
2015,Thái Nguyên,Diện tích,Lương thực có hạt,93.5,Nghìn ha,9.csv
2015,Lạng Sơn,Diện tích,Lương thực có hạt,71.9,Nghìn ha,9.csv
2015,Bắc Giang,Diện tích,Lương thực có hạt,122.3,Nghìn ha,9.csv
2015,Phú Thọ,Diện tích,Lương thực có hạt,88.6,Nghìn ha,9.csv
2015,Điện Biên,Diện tích,Lương thực có hạt,79.2,Nghìn ha,9.csv
2015,Lai Châu,Diện tích,Lương thực có hạt,53.6,Nghìn ha,9.csv
2015,Sơn La,Diện tích,Lương thực có hạt,212.1,Nghìn ha,9.csv
2015,Hòa Bình,Diện tích,Lương thực có hạt,78.1,Nghìn ha,9.csv
2015,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lương thực có hạt,1431.4,Nghìn ha,9.csv
2015,Thanh Hóa,Diện tích,Lương thực có hạt,313.8,Nghìn ha,9.csv
2015,Nghệ An,Diện tích,Lương thực có hạt,245.5,Nghìn ha,9.csv
2015,Hà Tĩnh,Diện tích,Lương thực có hạt,110.5,Nghìn ha,9.csv
2015,Quảng Bình,Diện tích,Lương thực có hạt,58.9,Nghìn ha,9.csv
2015,Quảng Trị,Diện tích,Lương thực có hạt,51.6,Nghìn ha,9.csv
2015,Thừa Thiên Huế,Diện tích,Lương thực có hạt,56.1,Nghìn ha,9.csv
2015,Đà Nẵng,Diện tích,Lương thực có hạt,5.8,Nghìn ha,9.csv
2015,Quảng Nam,Diện tích,Lương thực có hạt,101.5,Nghìn ha,9.csv
2015,Quảng Ngãi,Diện tích,Lương thực có hạt,85.9,Nghìn ha,9.csv
2015,Bình Định,Diện tích,Lương thực có hạt,114.5,Nghìn ha,9.csv
2015,Phú Yên,Diện tích,Lương thực có hạt,63.1,Nghìn ha,9.csv
2015,Khánh Hòa,Diện tích,Lương thực có hạt,40.4,Nghìn ha,9.csv
2015,Ninh Thuận,Diện tích,Lương thực có hạt,49.1,Nghìn ha,9.csv
2015,Bình Thuận,Diện tích,Lương thực có hạt,134.7,Nghìn ha,9.csv
2015,Tây Nguyên,Diện tích,Lương thực có hạt,478.9,Nghìn ha,9.csv
2015,Kon Tum,Diện tích,Lương thực có hạt,30.8,Nghìn ha,9.csv
2015,Gia Lai,Diện tích,Lương thực có hạt,126.8,Nghìn ha,9.csv
2015,Đắk Lắk,Diện tích,Lương thực có hạt,211.8,Nghìn ha,9.csv
2015,Đắk Nông,Diện tích,Lương thực có hạt,63.6,Nghìn ha,9.csv
2015,Lâm Đồng,Diện tích,Lương thực có hạt,45.9,Nghìn ha,9.csv
2015,Đông Nam Bộ,Diện tích,Lương thực có hạt,352.5,Nghìn ha,9.csv
2015,Bình Phước,Diện tích,Lương thực có hạt,18.0,Nghìn ha,9.csv
2015,Tây Ninh,Diện tích,Lương thực có hạt,149.3,Nghìn ha,9.csv
2015,Bình Dương,Diện tích,Lương thực có hạt,8.0,Nghìn ha,9.csv
2015,Đồng Nai,Diện tích,Lương thực có hạt,115.9,Nghìn ha,9.csv
2015,Bà Rịa - Vũng Tàu,Diện tích,Lương thực có hạt,40.0,Nghìn ha,9.csv
2015,TP.Hồ Chí Minh,Diện tích,Lương thực có hạt,21.3,Nghìn ha,9.csv
2015,Đồng bằng sông Cửu Long,Diện tích,Lương thực có hạt,4339.6,Nghìn ha,9.csv
2015,Long An,Diện tích,Lương thực có hạt,527.0,Nghìn ha,9.csv
2015,Tiền Giang,Diện tích,Lương thực có hạt,229.1,Nghìn ha,9.csv
2015,Bến Tre,Diện tích,Lương thực có hạt,63.7,Nghìn ha,9.csv
2015,Trà Vinh,Diện tích,Lương thực có hạt,241.4,Nghìn ha,9.csv
2015,Vĩnh Long,Diện tích,Lương thực có hạt,181.7,Nghìn ha,9.csv
2015,Đồng Tháp,Diện tích,Lương thực có hạt,550.5,Nghìn ha,9.csv
2015,An Giang,Diện tích,Lương thực có hạt,652.8,Nghìn ha,9.csv
2015,Kiên Giang,Diện tích,Lương thực có hạt,769.7,Nghìn ha,9.csv
2015,Cần Thơ,Diện tích,Lương thực có hạt,239.0,Nghìn ha,9.csv
2015,Hậu Giang,Diện tích,Lương thực có hạt,210.0,Nghìn ha,9.csv
2015,Sóc Trăng,Diện tích,Lương thực có hạt,366.9,Nghìn ha,9.csv
2015,Bạc Liêu,Diện tích,Lương thực có hạt,180.7,Nghìn ha,9.csv
2015,Cà Mau,Diện tích,Lương thực có hạt,127.1,Nghìn ha,9.csv
2016,Cả Nước,Diện tích,Lương thực có hạt,8890.6,Nghìn ha,9.csv
2016,Đồng bằng sông Hồng,Diện tích,Lương thực có hạt,1184.3,Nghìn ha,9.csv
2016,Hà Nội,Diện tích,Lương thực có hạt,217.0,Nghìn ha,9.csv
2016,Vĩnh Phúc,Diện tích,Lương thực có hạt,74.4,Nghìn ha,9.csv
2016,Bắc Ninh,Diện tích,Lương thực có hạt,73.8,Nghìn ha,9.csv
2016,Quảng Ninh,Diện tích,Lương thực có hạt,48.1,Nghìn ha,9.csv
2016,Hải Dương,Diện tích,Lương thực có hạt,124.5,Nghìn ha,9.csv
2016,Hải Phòng,Diện tích,Lương thực có hạt,75.2,Nghìn ha,9.csv
2016,Hưng Yên,Diện tích,Lương thực có hạt,82.3,Nghìn ha,9.csv
2016,Thái Bình,Diện tích,Lương thực có hạt,172.3,Nghìn ha,9.csv
2016,Hà Nam,Diện tích,Lương thực có hạt,73.9,Nghìn ha,9.csv
2016,Nam Định,Diện tích,Lương thực có hạt,157.5,Nghìn ha,9.csv
2016,Ninh Bình,Diện tích,Lương thực có hạt,85.3,Nghìn ha,9.csv
2016,Trung du và miền núi phía Bắc,Diện tích,Lương thực có hạt,1192.4,Nghìn ha,9.csv
2016,Hà Giang,Diện tích,Lương thực có hạt,91.0,Nghìn ha,9.csv
2016,Cao Bằng,Diện tích,Lương thực có hạt,69.2,Nghìn ha,9.csv
2016,Bắc Kạn,Diện tích,Lương thực có hạt,40.7,Nghìn ha,9.csv
2016,Tuyên Quang,Diện tích,Lương thực có hạt,63.5,Nghìn ha,9.csv
2016,Lào Cai,Diện tích,Lương thực có hạt,69.2,Nghìn ha,9.csv
2016,Yên Bái,Diện tích,Lương thực có hạt,71.4,Nghìn ha,9.csv
2016,Thái Nguyên,Diện tích,Lương thực có hạt,92.1,Nghìn ha,9.csv
2016,Lạng Sơn,Diện tích,Lương thực có hạt,72.2,Nghìn ha,9.csv
2016,Bắc Giang,Diện tích,Lương thực có hạt,120.3,Nghìn ha,9.csv
2016,Phú Thọ,Diện tích,Lương thực có hạt,86.4,Nghìn ha,9.csv
2016,Điện Biên,Diện tích,Lương thực có hạt,80.1,Nghìn ha,9.csv
2016,Lai Châu,Diện tích,Lương thực có hạt,54.2,Nghìn ha,9.csv
2016,Sơn La,Diện tích,Lương thực có hạt,204.2,Nghìn ha,9.csv
2016,Hòa Bình,Diện tích,Lương thực có hạt,77.9,Nghìn ha,9.csv
2016,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lương thực có hạt,1423.0,Nghìn ha,9.csv
2016,Thanh Hóa,Diện tích,Lương thực có hạt,306.9,Nghìn ha,9.csv
2016,Nghệ An,Diện tích,Lương thực có hạt,244.8,Nghìn ha,9.csv
2016,Hà Tĩnh,Diện tích,Lương thực có hạt,113.0,Nghìn ha,9.csv
2016,Quảng Bình,Diện tích,Lương thực có hạt,59.9,Nghìn ha,9.csv
2016,Quảng Trị,Diện tích,Lương thực có hạt,53.8,Nghìn ha,9.csv
2016,Thừa Thiên Huế,Diện tích,Lương thực có hạt,56.1,Nghìn ha,9.csv
2016,Đà Nẵng,Diện tích,Lương thực có hạt,5.9,Nghìn ha,9.csv
2016,Quảng Nam,Diện tích,Lương thực có hạt,99.3,Nghìn ha,9.csv
2016,Quảng Ngãi,Diện tích,Lương thực có hạt,86.1,Nghìn ha,9.csv
2016,Bình Định,Diện tích,Lương thực có hạt,111.0,Nghìn ha,9.csv
2016,Phú Yên,Diện tích,Lương thực có hạt,63.3,Nghìn ha,9.csv
2016,Khánh Hòa,Diện tích,Lương thực có hạt,46.4,Nghìn ha,9.csv
2016,Ninh Thuận,Diện tích,Lương thực có hạt,53.1,Nghìn ha,9.csv
2016,Bình Thuận,Diện tích,Lương thực có hạt,123.4,Nghìn ha,9.csv
2016,Tây Nguyên,Diện tích,Lương thực có hạt,469.0,Nghìn ha,9.csv
2016,Kon Tum,Diện tích,Lương thực có hạt,30.9,Nghìn ha,9.csv
2016,Gia Lai,Diện tích,Lương thực có hạt,124.8,Nghìn ha,9.csv
2016,Đắk Lắk,Diện tích,Lương thực có hạt,206.3,Nghìn ha,9.csv
2016,Đắk Nông,Diện tích,Lương thực có hạt,64.2,Nghìn ha,9.csv
2016,Lâm Đồng,Diện tích,Lương thực có hạt,42.8,Nghìn ha,9.csv
2016,Đông Nam Bộ,Diện tích,Lương thực có hạt,345.9,Nghìn ha,9.csv
2016,Bình Phước,Diện tích,Lương thực có hạt,16.8,Nghìn ha,9.csv
2016,Tây Ninh,Diện tích,Lương thực có hạt,148.9,Nghìn ha,9.csv
2016,Bình Dương,Diện tích,Lương thực có hạt,7.7,Nghìn ha,9.csv
2016,Đồng Nai,Diện tích,Lương thực có hạt,113.1,Nghìn ha,9.csv
